StaffId;TeamId;First Name;Last Name;Nick Name;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
357;-1;Steve;Richmond;;1969-12-11;Chicago;IL;The United States;;;0
358;16;Ross;Mahoney;;1955-1-1;Regina;SK;Canada;;;0
359;16;Jason;Fitzsimmons;;1971-6-3;Regina;SK;Canada;;;0
360;16;Chris;Patrick;;1976-1-2;Leesburg;VA;The United States;;;0
361;16;Martin;Pouliot;;1976-6-10;Cape Breton Regional Municipality;NS;Canada;;;0
362;16;Steve;Bowman;;1975-1-1;Strathcona;AB;Canada;;;0
363;16;Alan;Haworth;;1960-1-9;Drummondville;QC;Canada;;;0
364;16;Phil;Horner;;1968-1-1;Orangeville;ON;Canada;;;0
365;16;Ed;McColgan;;1960-1-1;Washington;DC;The United States;;;0
366;16;A.J.;Toews;;1976-1-1;Minneapolis;MN;The United States;;;0
367;16;Darrell;Baumgartner;;1960-1-1;Regina;SK;Canada;;;0
368;-1;Terry;Richardson;;1953-5-7;New Westminster;BC;Canada;;;1
369;16;Mats;Weiderstål;;1958-2-8;Stockholm;STO;Sweden;;;0
370;-1;John;Perpich;;1951-1-1;Hibbing;MN;The United States;;;1
371;13;Jordan;Sigalet;;1981-2-19;New Westminster;BC;Canada;;;0
372;15;Rick;Kowalsky;;1972-3-20;Simcoe;ON;Canada;;;0
373;-1;Steve;Stirling;;1949-11-19;Mississauga;ON;Canada;;;1
374;-1;Scott;Pellerin;;1970-1-9;Shediac;NB;Canada;;;0
375;-1;Jeff;Daniels;;1968-6-24;Oshawa;ON;Canada;;;0
376;101;Nolan;Baumgartner;;1976-3-23;Calgary;AB;Canada;;;0
377;5;Jim;Schoenfeld;;1952-9-4;Cambridge;ON;Canada;;;0
378;4;Jeff;Blashill;;1973-12-10;Dundee;MI;The United States;;;0
379;0;Vincent;Riendeau;;1966-4-20;Saint-Hyacinthe;QC;Canada;;;0
380;10;Mike;Van Ryn;;1979-5-14;London;ON;Canada;;;0
381;52;David;Oliver;;1971-4-17;Sechelt;BC;Canada;;;0
382;-1;Dean;Chynoweth;;1968-10-30;Calgary;AB;Canada;;;0
383;6;Hubie;McDonough;;1963-7-8;Manchester;NH;Canada;;;0
384;11;Jon;Cooper;;1967-8-23;Prince George;BC;The United States;Canada;;0
385;6;Trent;Yawney;;1965-9-29;Hudson Bay;SK;Canada;;;0
386;24;Marty;Wilford;;1977-4-17;Cobourg;ON;Canada;;;0
387;7;Todd;Nelson;;1969-5-15;Prince Albert;SK;Canada;;;0
388;-1;Rocky;Thompson;;1960-12-24;Calgary;AB;Canada;;;1
389;20;Scott;Allen;;1966-4-6;New Bedford;MA;The United States;;;0
390;77;Ray;Edwards;;1970-6-11;Hanover;ON;Canada;;;0
391;57;Brad;Treliving;;1969-8-18;Penticton;BC;Canada;;;0
392;2;Bruce;Cassidy;;1965-5-20;Ottawa;ON;Canada;;;0
393;15;Chris;Taylor;;1972-3-6;Stratford;ON;Canada;;;0
394;19;Nolan;Pratt;;1975-8-14;Fort McMurray;AB;Canada;;;0
395;12;Jon;Sanderson;;1970-1-1;Port Coquitlam;BC;Canada;;;0
396;-1;Mark;Morrison;;1963-3-11;Prince George;BC;Canada;Scotland;;1
397;24;Dallas;Eakins;;1967-2-27;Dade City North;FL;The United States;Canada;;0
398;15;Alain;Nasreddine;;1975-7-10;Montreal;QC;Canada;;;0
399;14;Derrick;Kemp;;1960-12-24;Regina;SK;Canada;;;0
400;66;Randy;Hansch;;1966-2-8;Calgary;AB;Canada;;;0
401;7;Derek;Laxdal;;1966-2-21;Stonewall;MB;Canada;;;0
402;-1;Dustin;Schwartz;;1979-3-30;Stettler;AB;Canada;;;0
403;9;Ty;Hennes;;1979-11-7;Kent;WA;The United States;;;0
404;15;Mark;Recchi;;1968-2-1;Kamloops;BC;Canada;The United States;;0
405;7;Craig;Bonner;;1972-5-20;Edmonton;AB;Canada;;;0
406;-1;Rich;Preston;;1952-5-22;Regina;SK;Canada;;;1
407;13;Darren;Kruger;;1968-9-6;Toronto;ON;Canada;Germany;;0
408;-1;Doug;Gasper;;1947-1-1;Rosetown;SK;Canada;;;1
409;12;Travis;Green;;1970-12-20;Castlegar;BC;Canada;;;0
410;5;Eric;Doyle;;1989-4-5;Calgary;AB;Canada;;;0
411;23;Josh;Dye;;1960-12-24;Portland;OR;The United States;;;0
412;1;Dale;Derkatch;;1964-9-17;Winnipeg;MB;Canada;;;0
413;19;Wade;Klippenstein;;1970-5-9;Boissevain;MB;Canada;;;0
414;10;Jesse;Wallin;;1978-3-10;Saskatoon;SK;Canada;;;0
415;9;Colin;Alexander;;1963-1-1;Calgary;AB;Canada;;;0
416;9;Dan;McLean;;1982-1-1;Sylvan Lake;AB;Canada;;;0
417;1;Tim;Speltz;;1959-1-1;Spokane;WA;The United States;;;0
418;-1;Jim;Hiller;;1969-5-15;Port Alberni;BC;Canada;;;0
419;8;Brady;Robinson;;1974-1-1;Delta;BC;Canada;;;0
420;23;Grant;Armstrong;;1962-1-1;Delta;BC;Canada;;;0
421;3;Richard;Kromm;;1964-3-29;Trail;BC;Canada;The United States;;0
422;15;Nick;Vitucci;;1967-6-16;Welland;ON;Canada;;;0
423;80;Dominique;Ducharme;;1973-3-12;Joliette;QC;Canada;;;0
424;-1;Marc;Crawford;Crow;1961-2-13;Belleville;ON;Canada;;;1
425;13;Billy;Powers;;1966-4-10;Somerville;MA;The United States;;;0
426;17;Brian;Wiseman;;1971-7-13;Chatham-Kent;ON;Canada;;;0
427;3;Rob;Facca;;1978-1-1;London;ON;Canada;;;0
428;20;Brian;Daccord;;1964-8-18;Quebec City;QC;Canada;Switzerland;;0
429;11;Jerry;Forton;;1964-1-1;Buffalo;NY;The United States;;;0
430;1;Patrick;Charbonneau;;1975-7-22;Saint-Jean-sur-Richelieu;QC;Canada;;;0
431;3;Alexandre;Rouleau;;1983-7-29;Mont-Laurier;QC;Canada;France;;0
432;4;Kelly;Harper;;1972-5-9;Sudbury;ON;Canada;;;0
433;19;Jussi;Parkkila;;1977-5-13;Tampere;PIR;Finland;;;0
434;5;Greg;Brown;;1968-3-7;Southborough;MA;The United States;;;0
435;-1;Buddy;Powers;;1953-1-1;Brooklyn;NY;The United States;;;1
436;10;David;Alexander;;1984-1-1;Moncton;NB;Canada;;;0
437;20;Angelo;Nasato;;1960-12-24;Mississauga;ON;Canada;;;0
438;2;Bob;Wetick;;1960-1-1;Toronto;ON;Canada;;;0
439;7;Jim;Nill;;1958-4-11;Hanna;AB;Canada;;;0
440;10;Jeff;McKercher;;1979-1-14;Cornwall;ON;Canada;;;0
441;20;Lindsay;Hofford;;1963-1-1;Richmond;BC;Canada;;;0
442;-1;D.J.;Smith;;1977-5-13;Windsor;ON;Canada;;;0
443;6;Chris;Byrne;;1974-6-12;Ottawa;ON;Canada;;;0
444;9;Mike;Vellucci;;1966-8-11;Farmington;MI;The United States;;;0
445;-1;Sheldon;Keefe;;1980-9-17;Brampton;ON;Canada;;;0
446;21;Bob;Boughner;;1971-3-8;Windsor;ON;Canada;;;0
447;9;Mike;Buckley;;1977-2-1;Haverhill;MA;The United States;;;0
448;14;Piero;Greco;;1968-2-7;Toronto;ON;Canada;Italy;;0
449;1;Tony;Martino;;1964-8-13;Montreal;QC;Canada;Italy;;0
450;20;Jeff;Twohey;;1959-1-1;Peterborough;ON;Canada;;;0
451;3;Mike;MacPherson;;1960-1-1;Halifax;NS;Canada;;;0
452;18;Don;Elland;;1964-5-27;Montreal;QC;Canada;;;0
453;19;Norm;Robert;;1966-1-1;Quebec City;QC;Canada;;;0
454;1;Jim;Paliafito;;1960-1-1;Mississauga;ON;Canada;;;0
455;1;John;Kisil;;1973-5-14;Canton;MI;The United States;;;0
456;60;Kyle;Dubas;;1986-11-29;Sault Ste. Marie;ON;Canada;;;0
457;1;Victor;Carneiro;;1960-1-1;Toronto;ON;Canada;;;0
458;1;Chris;Roque;;1960-1-1;Thorold;ON;Canada;;;0
459;22;Bob;Jones;;1970-1-13;Sault Ste. Marie;ON;Canada;England;;0
460;13;Terry;Doran;;1960-1-1;Charlottetown;PE;Canada;;;0
461;6;Ted;Belisle;;1976-12-1;Nipigon;ON;Canada;;;0
462;-1;Dave;Hakstol;;1968-7-30;Drayton Valley;AB;Canada;;;0
463;19;Jerome;Mesonero;;1972-7-5;Glace Bay;NS;Canada;;;0
464;-1;Jimmy;Waite;;1969-4-15;Sherbrooke;QC;Canada;;;0
465;10;Ian;MacLellan;;1972-1-1;Delta;BC;Canada;;;0
466;24;Stéphane;Pilotte;;1970-1-1;Montreal;QC;Canada;;;0
467;10;Jim;Montgomery;;1969-6-30;Montreal;QC;Canada;;;0
468;14;Juha;Riihijärvi;;1969-12-15;Keminmaa;LAP;Finland;Sweden;;0
469;1;Rick;Olczyk;;1970-1-1;Chicago;IL;The United States;;;0
470;8;Joakim;Grundberg;;1979-9-23;Stockholm;STO;Sweden;;;0
471;-1;Steve;Briere;;1977-3-25;Winnipeg;MB;Canada;;;0
472;9;Jamie;Huffman;;1960-1-1;Northbrook;IL;The United States;;;0
473;14;Dennis;Maxwell;;1974-7-4;Dauphin;MB;Canada;;;0
474;0;Victor;Posa;;1966-11-5;Bari;APU;The United States;Italy;;0
475;-1;John;Van Boxmeer;;1952-2-11;Petrolia;ON;Canada;The United States;;1
476;11;Austin;Dunne;;1990-1-1;Cortland;NY;The United States;;;0
477;17;Brandon;Jay;;1960-12-24;Oshawa;ON;Canada;;;0
478;2;Victor;Nybladh;;1988-6-27;Stockholm;STO;Sweden;;;0
479;13;Steve;Pleau;;1974-1-1;Seabrook;NH;The United States;;;0
480;13;Jim;Cummins;;1970-5-17;Dearborn;MI;Canada;;;0
481;13;Bobbie;Hagelin;;1984-2-1;Södertälje;STO;Sweden;;;0
482;13;Rob;Sumner;;1970-9-28;North Vancouver;BC;Canada;;;0
483;6;Niklas;Andersson;;1971-5-20;Kungälv;VäS;Sweden;;;0
484;4;Sam;Lites;;1960-12-24;Detroit;MI;The United States;;;0
485;4;Mario;Marois;;1960-12-24;Corner Brook;NL;Canada;;;0
486;0;Michal;Krupa;;1979-7-31;Trencín;TRE;Slovakia;;;0
487;0;Artem;Telepin;;1967-1-1;Moscow;MOS;Russia;;;0
488;20;Phil;Housley;;1964-3-9;St. Paul;MN;The United States;;;0
489;8;Ian;Laperrière;;1974-1-19;Montreal;QC;Canada;The United States;;0
490;-1;Jacques;Martin;;1952-10-1;Saint-Pascal;QC;Canada;;;1
491;-1;Warren;Young;;1956-1-11;Toronto;ON;Canada;;;1
492;1;Dave;Morrison;;1962-6-12;Toronto;ON;Canada;;;0
493;12;Neil;Komadoski;;1982-2-10;Chesterfield;MO;The United States;Canada;;0
494;2;Alain;Bissonnette;;1972-8-20;Richmond;BC;Canada;;;0
495;17;Wayne;Gretzky;;1961-1-26;Brantford;ON;Canada;;;0
496;19;Alexei;Gusarov;;1964-7-8;St. Petersburg;SAI;Russia;;;0
497;-1;Rick;Tocchet;;1964-4-9;Toronto;ON;Canada;;;0
498;20;Max;Kolu;;1983-7-14;Turku;SOU;Finland;;;0
499;23;Derek;Lalonde;;1974-8-18;Brasher Falls-Winthrop;NY;The United States;;;0
500;11;Scott;Halpenny;;1972-1-1;Rocky View County;AB;Canada;;;0
501;20;Steve;Sullivan;;1974-7-6;Timmins;ON;Canada;;;0
502;55;Jay;Pandolfo;;1974-12-27;Winchester;MA;The United States;;;0
503;15;Joe;Ferras;;1966-5-1;Brantford;ON;Canada;Italy;;0
504;24;Mike;Stapleton;;1966-5-5;Sarnia;ON;Canada;;;0
505;110;Glenn;Carnegie;;1978-1-1;Winnipeg;MB;Canada;;;0
506;12;Lou;Crawford;;1962-11-5;Belleville;ON;Canada;;;0
507;12;Brandon;Benning;;1989-1-1;Vancouver;BC;Canada;;;0
508;12;Chris;MacDonald;;1963-7-9;Kingston;ON;Canada;;;0
509;12;Wyatt;Smith;;1977-2-13;Thief River Falls;MN;The United States;;;0
510;20;Thomas;Carlsson;;1968-1-1;Kil;VäR;Sweden;;;0
511;2;P.J.;Axelsson;;1975-2-26;Kungälv;VäS;Sweden;;;0
512;17;Keith;Sullivan;;1974-1-1;Omaha;NE;The United States;;;0
513;11;Graham;Beamish;;1988-1-1;Peterborough;ON;Canada;;;0
514;11;Teemu;Numminen;;1973-12-23;Tampere;PIR;Finland;;;0
515;19;Joe;Sakic;;1969-7-7;Burnaby;BC;Canada;;;0
516;18;Cody;Nickolet;;1983-11-24;Saskatoon;SK;Canada;;;0
517;15;Andy;Schneider;;1972-3-29;Edmonton;AB;Canada;;;0
518;3;Derek;Booth;;1970-7-19;Niagara Falls;ON;Canada;;;0
519;3;Wade;Brookbank;;1977-9-29;Lanigan;SK;Canada;;;0
520;3;Mike;Mottau;;1978-3-19;Quincy;MA;The United States;;;0
521;67;Yanic;Perreault;;1971-4-4;Sherbrooke;QC;Canada;;;0
522;3;Mark;Eaton;;1977-5-6;Wilmington;DE;The United States;;;0
523;3;Kevin;Delaney;;1972-1-1;Chicago;IL;The United States;;;0
524;6;Rob;Blake;;1969-12-10;Simcoe;ON;Canada;;;0
525;19;Brett;Clark;;1976-12-23;Wapella;SK;Canada;;;0
526;51;Brian;Willsie;;1978-3-16;Belmont;ON;Canada;;;0
527;23;Jeff;Halpern;;1976-5-3;Potomac;MD;The United States;;;0
528;-1;Stacy;Roest;;1974-5-15;Lethbridge;AB;Canada;;;0
529;8;Nick;Pryor;;1990-9-6;St. Paul;MN;The United States;;;0
530;-1;Ken;Hoodikoff;;1950-1-1;Turku;SOU;Canada;;;1
531;-1;Kjell;Samuelsson;;1958-10-18;Tingsryd;KRO;Sweden;;;1
532;-1;Bill;Barber;;1952-7-11;Callander;ON;Canada;;;1
533;24;Sudarshan;Maharaj;Sudsie;1964-1-2;Port of Spain;POR;Canada;Trinidad & Tobago;;0
534;4;Jeff;Salajko;;1975-4-8;Kitchener;ON;Canada;;;0
535;2;Erkki;Rajamaki;;1978-10-30;Vantaa;UUS;Finland;;;0
536;13;Chris;Snow;;1981-8-18;Wheaton;IL;The United States;;;0
537;13;Eric;Soltys;;1975-6-17;Needham;MA;The United States;;;0
538;18;Brian;Tatum;;1974-1-1;Raleigh;NC;The United States;;;0
539;18;Rob;Beatty;;1971-1-1;Montreal;QC;Canada;;;0
540;18;Mike;Dawson;;1973-6-16;Sault Ste. Marie;ON;Canada;;;0
541;18;Mark;Craig;;1953-1-1;Baton Rouge;LA;The United States;;;0
542;-1;Sergei;Samsonov;;1978-10-27;Moscow;MOS;Russia;;;0
543;3;Peter;Sundstrom;;1961-12-14;Umeå;VäS;Sweden;;;0
544;15;Niklas;Evertsson;;1976-3-22;Stockholm;STO;Sweden;;;0
545;17;John;Hill;;1960-11-26;Hampton;VA;The United States;;;0
546;7;Yevgeni;Tsybouk;;1978-2-2;Moscow;MOS;Russia;;;0
547;7;Rich;Peverley;;1982-7-8;Guelph;ON;Canada;;;0
548;7;J.J;McQueen;;1965-1-1;Vancouver;BC;Canada;;;0
549;4;Archie;Henderson;;1957-2-17;Calgary;AB;Canada;;;0
550;17;Paul;Messier;;1958-1-27;Nottingham;ENG;Canada;England;;0
551;17;Alexander;Naurov;;1985-3-4;Saratov;SAR;Russia;;;0
552;-1;Sylvain;Rodrigue;;1973-6-27;Montreal;QC;Canada;;;0
553;17;Kevin;Lowe;;1959-4-15;Lachute;QC;Canada;;;0
554;0;Ken;Morin;;1984-10-5;Mississauga;ON;Canada;;;0
555;0;Scott;Masters;;1978-1-1;Arvada;CO;The United States;;;0
556;-1;Patrick;Rissmiller;;1978-10-26;Belmont;MA;The United States;;;0
557;14;Marty;Reasoner;;1977-2-26;Honeoye Falls;NY;The United States;;;0
558;5;Nikolai;Bobrov;;1976-1-13;St. Petersburg;SAI;Russia;;;0
559;22;Don;Boyd;;1958-1-1;Dryden;ON;Canada;;;0
560;-1;Shean;Donovan;;1975-1-22;Timmins;ON;Canada;;;0
561;9;Frank;Golden;;1969-1-1;Monona;WI;The United States;;;0
562;9;Jason;Karmanos;;1974-5-22;Orchard Lake Village;MI;The United States;;;0
563;21;Niklas;Sundstrom;;1975-6-6;Örnsköldsvik;VäS;Sweden;;;0
564;21;Doug;Wilson Jr;;1986-4-30;Chicago;IL;The United States;Canada;;0
565;21;Yevgeni;Nabokov;;1975-7-25;Ust-Kamenogorsk;SIG;Russia;Kazakhstan;;0
566;10;Keith;Tkachuk;;1972-3-28;Melrose;MA;The United States;;;0
567;15;Martin;Brodeur;;1972-5-6;Montreal;QC;Canada;The United States;;0
568;10;Al;MacInnis;;1963-7-11;Inverness;NS;Canada;;;0
569;23;John;Rosso;;1977-10-14;Minnetonka;MN;The United States;;;0
570;23;Tony;Hrkac;;1966-7-7;Thunder Bay;ON;Canada;;;0
571;20;Bryan;Stewart;;1972-1-1;Alpharetta;GA;The United States;;;0
572;1;Jim;Vesey;;1965-9-29;Brooklyn;NY;The United States;;;0
573;1;Brendan;Shanahan;;1969-1-23;Toronto;ON;Canada;The United States;;0
574;-1;Scott;Murray;;1978-5-21;Coquitlam;BC;Canada;;;0
575;16;Matt;Bradley;;1978-6-13;Quebec City;QC;Canada;;;0
576;16;Brian;Sutherby;;1982-3-1;Edmonton;AB;Canada;;;0
577;9;Ryan;Bowness;;1983-8-5;Halifax;NS;Canada;;;0
578;2;Kevin;Dean;;1969-4-1;Madison;WI;The United States;;;0
579;9;Petri;Pakaslahti;;1976-10-22;Vaasa;OST;Finland;;;0
580;22;Anders;Östberg;;1980-11-5;Bollnäs;GäV;Sweden;;;0
581;-1;Jeremy;Colliton;;1985-1-13;Blackie;AB;Canada;;;0
582;3;Tomas;Mitell;;1980-10-24;Hedemora;DAL;Sweden;;;0
583;19;Jared;Bednar;;1972-2-28;Yorkton;SK;Canada;;;0
584;8;Brian;Roberts;;1959-6-28;Philadelphia;PA;The United States;;;0
585;24;Joe;Huff;;1976-1-1;Des Moines;IA;The United States;;;0
586;16;Jason;Serbus;;1976-1-1;Bird Island;MN;The United States;;;0
587;-1;Don;DelNegro;;1962-1-1;North Adams;MA;The United States;;;1
588;11;Rich;Stinziano;;1970-1-1;Syracuse;NY;The United States;;;0
589;13;Kent;Kobelka;;1980-1-1;Revelstoke;BC;Canada;;;0
590;-1;Mike;Gapski;;1957-1-1;Chicago;IL;The United States;;;1
591;19;Matthew;Sokolowski;;1969-1-1;Katowice;SLA;Canada;Poland;;0
592;7;Dave;Zeis;;1971-1-1;Brockport;NY;The United States;;;0
593;4;Piet;Van Zant;;1971-1-1;Mount Pleasant;MI;The United States;;;0
594;17;T.D.;Forss;;1968-1-1;Edmonton;AB;Canada;;;0
595;6;Chris;Kingsley;;1968-1-1;Ashburnham;MA;The United States;;;0
596;0;Graham;Rynbend;;1969-1-1;Montreal;QC;Canada;;;0
597;15;Kevin;Morley;;1977-1-1;Livingston;NJ;The United States;;;0
598;14;Damien;Hess;;1976-1-1;York;PA;The United States;;;0
599;5;Jim;Ramsay;;1964-1-1;Winnipeg;MB;Canada;;;0
600;22;Gerry;Townend;;1969-1-1;Toronto;ON;Canada;;;0
601;9;Chris;Stewart;;1971-1-1;Johnstown;PA;The United States;The United States;;0
602;8;Jim;McCrossin;;1965-1-1;West Chester;PA;The United States;;;0
603;21;Ray;Tufts;;1965-1-1;Los Gatos;CA;The United States;;;0
604;10;Ray;Barile;;1966-1-1;Ithaca;NY;The United States;;;0
605;23;Tom;Mulligan;;1975-1-1;New Bedford;MA;The United States;;;0
606;1;Paul;Ayotte;;1972-1-1;Winnipeg;MB;Canada;;;0
607;21;Ryan;Hamilton;;1970-3-11;Truro;NS;Canada;;;0
608;20;Brett;Stewart;;1982-7-7;Coral Springs;FL;The United States;;;0
609;18;Ville;Virta;;1965-11-7;Vantaa;UUS;Finland;;;0
610;6;Jussi;Kari-Koskinen;;1978-9-6;Hämeenlinna;KAN;Finland;;;0
611;13;Patrick;Lachance;;1970-1-1;Quebec City;QC;Canada;;;0
612;12;Todd;Harvey;;1975-2-17;Hamilton;ON;Canada;;;0
613;14;John;Gruden;;1970-6-4;Virginia;MN;The United States;;;0
614;20;Craig;Cunningham;;1990-9-13;Trail;BC;Canada;;;0
615;20;Mark;Bell;;1980-8-5;Kitchener;ON;Canada;;;0
616;20;Sergei;Kuznetsov;;1980-1-29;Oyskhara;CHE;Russia;;;0
617;20;Rick;Beckfeld;;1960-1-1;Clarence-Rockland;ON;Canada;;;0
618;20;Dave;Zenobi;;1970-1-1;St. Thomas;ON;Canada;;;0
619;2;Matt;Lindblad;;1990-3-23;Evanston;IL;The United States;;;0
620;11;Jeremiah;Crowe;;1986-2-14;Kenmore;NY;The United States;;;0
621;11;Tom;O'Connor;;1976-1-9;Springfield;MA;The United States;;;0
622;11;Matt;Tiesling;;1982-2-26;Rhinelander;WI;The United States;;;0
623;13;Allister;MacNeil;;1970-1-1;Matagami;QC;Canada;;;0
624;13;Darren;Kruger;;1968-9-6;Toronto;ON;Canada;;;0
625;13;Reid;Jackson;;1993-1-1;Doctor Phillips;FL;The United States;;;0
626;18;Doug;Bennett;;1970-1-1;Johnstown;PA;The United States;;;0
627;18;Daniel;Eklund;;1987-3-15;Trenton;NJ;Sweden;The United States;;0
628;11;Don;Granato;;1967-8-11;Downers Grove;IL;The United States;;;0
629;3;Anatoli;Semenov;;1962-3-5;Moscow;MOS;Russia;;;0
630;-1;Tom;Younghans;;1953-1-22;St. Paul;MN;The United States;;;1
631;3;Dan;Ellis;;1980-6-19;Saskatoon;SK;Canada;;;0
632;19;Mike;Battaglia;;1988-4-30;Batavia;NY;The United States;;;0
633;19;Miroslav;Zalesak;;1980-1-2;Skalica;TRN;Slovakia;;;0
634;19;John;Funk;;1983-3-27;Mendota Heights;MN;The United States;;;0
635;19;Lyle;Wingert;;1970-1-1;Port Alberni;BC;Canada;;;0
636;7;Mark;Janko;;1976-1-1;Mission Viejo;CA;The United States;;;0
637;4;Shawn;Horcoff;;1978-9-17;Trail;BC;Canada;;;0
638;4;Mark;Mullen;;1981-6-17;Boston;MA;The United States;;;0
639;17;Mitch;Holmberg;;1993-3-9;Sherwood Park;AB;Canada;;;0
640;6;Mark;Osborne;;1961-8-13;Toronto;ON;Canada;;;0
641;6;Bryan;Denney;;1970-1-1;Surrey;BC;Canada;;;0
642;16;Francis;Bouillon;;1975-10-17;New York;NY;Canada;;;0
643;0;Reid;Simpson;;1969-5-21;Flin Flon;MB;Canada;;;0
644;15;Ryan;Breen;;1970-1-1;North Falmouth;MA;The United States;;;0
645;-1;Misha;Manchik;;1953-2-16;Moscow;MOS;Russia;;;1
646;14;Jeremy;Bachusz;;1979-7-11;Waterford Township;MI;The United States;;;0
647;5;Jed;Ortmeyer;;1978-9-3;Omaha;NE;The United States;;;0
648;5;Mikko;Eloranta;;1972-8-24;Aura;SOU;Finland;;;0
649;5;Patric;Kjellberg;;1969-6-17;Trelleborg;SKå;Sweden;;;0
650;5;Jamie;Herrington;;1978-4-7;Cornwall;ON;Canada;;;0
651;5;Steve;Eminger;;1983-10-31;Toronto;ON;Canada;;;0
652;22;Dan;Boeser;;1980-8-14;Savage;MN;The United States;;;0
653;22;Todd;Stirling;;1981-1-1;Plymouth;MA;The United States;;;0
654;22;Bobby;Strumm;;1970-1-1;Trois-Rivières;QC;Canada;;;0
655;9;Scott;Young;;1967-10-1;Clinton;MA;The United States;;;0
656;9;Casey;Torres;;1970-1-1;Kingston;ON;Canada;;;0
657;10;Steve;Ott;;1982-8-19;Summerside;PE;Canada;;;0
658;10;Stefan;Elvenes;;1970-3-30;Lund;SKå;Sweden;;;0
659;21;Ryan;Russell;;1987-5-2;St. John's;NL;Canada;;;0
660;23;Anton;Routa;;1993-4-18;Kladno;STR;Czech Republic;;;0
661;1;Troy;Bodie;;1985-1-25;Portage la Prairie;MB;Canada;;;0
662;1;Radim;Jelinek;;1970-1-1;Prague;PRA;Czech Republic;;;0
663;1;Real;Paiement;;1959-9-30;Dollard-des-Ormeaux;QC;Canada;;;0
664;1;Manny;Malhotra;;1980-5-18;Mississauga;ON;Canada;;;0
665;16;Danny;Brooks;;1967-9-7;Boston;MA;The United States;Ireland;;0
666;36;Kerry;Gwydir;;1980-1-1;Huntington;NY;The United States;;;0
667;18;Tom;Dundon;;1972-1-1;Dallas;TX;The United States;;;0
668;20;Alex;Henry;;1979-10-18;Elliot Lake;ON;Canada;;;0
669;18;Tim;Gleason;;1983-1-29;Clawson;MI;The United States;;;0
670;4;Daniel;Cleary;;1978-12-18;Carbonear;NL;Canada;;;0
671;9;Tom;Kostopoulos;;1970-1-1;Mississauga;ON;Canada;;;0
672;2;Brett;Harkins;;1970-7-2;North Ridgeville;OH;The United States;;;0
673;2;Doug;Leaverton;;1970-1-1;Boston;MA;The United States;;;0
674;6;Matt;Greene;;1983-5-13;Grand Ledge;MI;The United States;;;0
675;6;Matjaz;Kopitar;;1965-11-6;Jesenice;GOR;Slovenia;;;0
676;6;Brooks;Bertsch;;1970-1-1;Airway Heights;WA;The United States;;;0
677;14;Eric;Boulton;;1976-8-17;Halifax;NS;Canada;;;0
678;14;Vladimir;Malakhov;;1968-8-30;Sverdlovskiy;MOS;Russia;;;0
679;14;Marek;Hascak;;1985-12-8;Trencín;TRE;Czech Republic;;;0
680;9;Kevin;Stevens;;1965-4-15;Brockton;MA;The United States;;;0
681;9;Reine;Rauhala;;1970-1-1;Helsinki;UUS;Finland;;;0
682;6;Marco;Sturm;;1978-9-8;Dingolfing;BAV;Germany;;;0
683;11;Tristan;Musser;;1989-12-18;Lansing;NY;The United States;;;0
684;23;Jeff;Tambellini;;1984-4-13;Calgary;AB;Canada;;;0
685;20;Alex;Meruelo;;1964-3-27;New York;NY;The United States;Cuba;;0
686;-1;Jason;Muzzatti;;1970-2-3;Toronto;ON;Canada;Italy;;0
687;98;Ray;Edwards;;1970-6-11;Hanover;ON;Canada;;;0
688;-1;Sheldon;Brookbank;;1980-10-3;Lanigan;SK;Canada;;;0
689;0;Garrett;MacDiarmid;;1998-1-4;Oakville;ON;Canada;;;0
690;0;Chris;McDonald;;1981-1-8;Toronto;ON;Canada;;;0
691;1;Calvin;O'Donnell;;1971-7-11;Lake Country;BC;Canada;;;0
692;1;Marc-Olivier;Mercier;;1978-2-21;Longueuil;QC;Canada;;;0
693;2;Chris;Encarnacao;;1981-1-22;Mesa;AZ;The United States;;;0
694;2;Al;Sparks;;1965-11-27;La Crescent;MN;The United States;;;0
695;3;Erik;Treece;;1967-4-25;Fontana;CA;The United States;;;0
696;3;Randy;Hollingsworth;;1977-1-20;Cookeville;TN;The United States;;;0
697;4;Jon;McKiernan;;1988-10-10;New York;NY;The United States;;;0
698;4;Matt;Nelson;;1967-3-16;Midway-Hardwick;GA;The United States;;;0
699;5;Ralph;Neal;;1978-6-29;Carmi;IL;The United States;;;0
700;5;Roger;Braithwaite;;1981-3-4;Fullerton;CA;The United States;;;0
701;6;Dan;Long;;1977-8-23;Blanchard;OK;The United States;;;0
702;6;William;Christensen;;1966-7-26;Whitewater;WI;The United States;;;0
703;7;Woody;Mason;;1981-7-14;Vivian;LA;The United States;;;0
704;7;Chad;Maines;;1989-10-13;Egg Harbor Township;NJ;The United States;;;0
705;8;Thom;Wiley;;1973-10-9;Millbrae;CA;The United States;;;0
706;8;Brenton;Wood;;1989-6-16;Salem;NJ;The United States;;;0
707;9;Norm;Moore;;1971-1-30;Maltby;WA;The United States;;;0
708;9;Paul;Robbins;;1980-5-28;Boise;ID;The United States;;;0
709;10;Cory;O'Slevin;;1974-4-7;North Tustin;CA;The United States;;;0
710;10;Chris;Comerford;;1984-7-16;New York;NY;The United States;;;0
711;11;Jim;Satchell;;1989-3-22;Oakdale;MN;The United States;;;0
